user_id,video_id,rating,watch_pct
U186,V162,1,0.672
U145,V158,2,0.411
U057,V013,2,0.588
U177,V134,2,0.27
U063,V480,4,0.126
U129,V312,4,0.648
U156,V078,2,0.565
U037,V474,5,0.435
U186,V323,2,0.34
U027,V139,4,0.05
U044,V355,2,0.355
U178,V284,2,0.224
U058,V317,2,0.508
U016,V457,2,0.4
U176,V099,3,0.578
U122,V372,2,0.415
U052,V124,2,0.47
U070,V462,3,0.258
U038,V439,5,0.408
U158,V390,2,0.282
U115,V307,3,0.295
U146,V322,3,0.165
U035,V269,2,0.19
U006,V010,2,0.169
U081,V301,3,0.05
U105,V300,3,0.174
U040,V348,4,0.347
U048,V173,5,0.449
U117,V363,2,0.165
U010,V460,1,0.206
U103,V078,4,0.472
U146,V203,2,0.259
U153,V391,4,0.347
U053,V416,4,0.114
U061,V340,1,0.615
U186,V426,1,0.356
U199,V185,1,0.467
U101,V132,4,0.791
U141,V468,1,0.173
U135,V390,3,0.05
U127,V391,2,0.471
U047,V340,1,0.076
U092,V051,3,0.908
U005,V488,3,0.521
U071,V497,5,0.612
U087,V134,3,0.267
U019,V106,1,0.154
U104,V151,2,0.55
U161,V214,4,1.0
U182,V377,5,0.214
U136,V440,3,0.533
U075,V297,4,0.807
U009,V028,1,0.396
U137,V380,3,0.558
U132,V078,3,0.485
U030,V011,4,0.62
U135,V243,3,0.651
U160,V237,4,0.677
U131,V288,2,0.423
U152,V089,2,0.062
U192,V453,3,0.626
U082,V310,4,0.672
U070,V450,2,1.0
U090,V283,4,0.233
U084,V115,3,0.05
U125,V158,5,0.437
U174,V135,2,0.406
U192,V315,5,0.43
U028,V157,5,0.58
U190,V451,3,0.314
U111,V355,3,0.25
U175,V038,1,0.965
U002,V214,2,0.822
U125,V373,4,0.748
U114,V180,2,0.528
U006,V398,1,0.596
U182,V453,5,0.311
U033,V400,2,0.557
U148,V114,5,0.057
U083,V013,1,0.753
U007,V461,1,0.557
U097,V118,5,0.52
U159,V232,3,0.446
U067,V214,2,1.0
U027,V401,2,0.531
U010,V097,3,0.249
U066,V185,1,0.401
U024,V288,4,0.242
U194,V167,2,0.502
U099,V262,3,0.63
U020,V204,2,0.747
U039,V012,2,0.408
U080,V085,2,0.307
U148,V249,1,0.465
U050,V335,4,0.518
U106,V053,3,0.05
U180,V497,5,0.475
U197,V306,1,0.431
U089,V373,3,0.844
U065,V331,2,0.435
U163,V467,2,0.422
U176,V390,3,0.397
U098,V401,2,0.421
U167,V193,4,0.896
U146,V307,2,0.475
U037,V271,3,0.386
U186,V472,3,0.738
U143,V488,3,0.707
U029,V006,3,0.079
U138,V170,1,0.359
U007,V122,1,0.369
U071,V486,4,0.551
U111,V023,2,0.712
U026,V116,3,0.242
U083,V187,3,0.432
U128,V319,1,0.292
U020,V094,4,0.902
U027,V244,1,0.368
U062,V225,3,0.123
U078,V050,1,0.05
U199,V175,3,0.48
U061,V198,4,0.561
U164,V288,3,0.489
U135,V337,3,0.554
U030,V354,2,0.181
U074,V263,1,0.276
U047,V212,3,0.615
U184,V474,4,0.173
U183,V337,3,0.319
U026,V433,4,0.246
U152,V142,1,0.35
U153,V404,3,0.05
U162,V074,1,0.227
U147,V497,1,0.693
U047,V225,2,0.158
U136,V321,4,0.428
U084,V446,4,0.089
U013,V238,4,0.57
U010,V265,5,0.32
U016,V175,2,0.456
U188,V269,2,0.113
U063,V193,4,0.529
U107,V351,4,1.0
U131,V488,4,0.483
U128,V304,4,0.215
U159,V124,4,0.76
U063,V004,2,0.42
U191,V094,3,0.888
U151,V436,3,0.05
U087,V197,1,0.376
U081,V207,2,0.501
U137,V397,4,0.497
U141,V285,3,0.319
U071,V341,3,0.446
U184,V088,4,0.416
U045,V080,1,0.591
U088,V165,2,1.0
U175,V130,3,0.548
U026,V469,2,0.669
U018,V276,1,0.362
U117,V142,2,0.869
U092,V405,2,0.426
U053,V474,1,0.218
U018,V480,4,0.054
U188,V405,3,0.238
U135,V193,3,1.0
U119,V288,2,0.375
U079,V314,3,0.811
U164,V069,2,0.355
U018,V083,1,0.314
U106,V026,4,0.148
U176,V394,1,0.402
U152,V192,1,0.403
U049,V270,5,0.52
U044,V269,2,0.113
U060,V094,2,0.483
U164,V361,2,0.523
U106,V489,1,0.637
U106,V347,4,0.483
U146,V298,4,0.05
U007,V138,3,1.0
U133,V208,1,0.379
U103,V021,3,0.482
U191,V085,1,0.34
U007,V188,2,0.232
U182,V090,3,0.572
U186,V217,4,0.349
U166,V173,5,0.787
U076,V051,2,0.668
U054,V120,2,0.442
U187,V090,1,0.327
U009,V068,5,0.154
U033,V226,3,0.63
U079,V083,3,0.175
U010,V059,4,0.511
U023,V032,2,0.263
U124,V407,3,0.05
U065,V390,4,0.328
U056,V034,1,0.28
U116,V143,1,0.214
U195,V103,1,1.0
U060,V037,5,0.402
U122,V433,1,0.388
U121,V487,3,0.426
U101,V060,4,0.873
U082,V316,4,0.157
U128,V097,4,0.298
U036,V231,4,0.05
U054,V018,1,0.506
U101,V065,2,0.567
U137,V265,4,0.158
U183,V006,4,0.191
U109,V079,2,0.161
U156,V097,1,0.05
U003,V196,2,0.467
U133,V476,1,0.295
U170,V143,4,0.376
U187,V140,4,0.439
U036,V350,1,0.601
U165,V027,2,0.99
U094,V078,4,0.471
U019,V194,3,0.397
U082,V479,1,0.705
U023,V249,5,0.24
U118,V486,3,0.507
U106,V233,5,0.692
U026,V293,1,0.264
U046,V107,1,0.49
U031,V360,1,0.394
U080,V406,3,0.353
U146,V202,3,0.31
U151,V420,4,0.226
U157,V065,2,0.356
U166,V074,3,0.387
U086,V411,3,0.776
U008,V010,4,0.561
U148,V274,5,0.754
U097,V203,3,0.273
U087,V462,2,0.429
U134,V261,4,0.217
U116,V107,4,0.594
U151,V449,3,0.565
U185,V004,3,0.603
U158,V079,2,0.542
U179,V465,2,0.58
U113,V184,1,0.708
U117,V463,4,0.393
U015,V338,2,1.0
U173,V401,2,0.393
U125,V306,2,0.24
U010,V411,1,0.701
U178,V140,2,0.625
U038,V045,1,0.06
U075,V147,3,0.243
U008,V293,3,0.05
U090,V273,1,0.56
U023,V342,3,0.522
U088,V242,2,0.213
U039,V217,3,0.284
U081,V218,2,0.612
U090,V058,1,0.05
U156,V485,3,0.803
U122,V235,1,0.408
U083,V234,4,0.606
U058,V104,2,0.227
U159,V347,3,0.48
U047,V121,4,0.602
U083,V257,3,0.097
U007,V485,1,0.57
U158,V348,3,0.187
U106,V261,2,0.123
U155,V294,2,0.539
U158,V099,2,0.613
U125,V068,2,0.265
U172,V414,2,0.377
U102,V083,4,0.196
U123,V277,3,0.67
U139,V211,1,0.34
U198,V392,1,0.641
U138,V317,2,0.567
U112,V270,2,0.398
U143,V425,1,0.793
U196,V361,3,0.579
U041,V188,2,0.329
U161,V409,3,0.05
U163,V254,2,0.317
U132,V342,2,0.44
U116,V117,3,0.623
U105,V053,4,0.469
U097,V377,4,0.05
U155,V348,4,0.243
U008,V125,3,0.41
U193,V010,3,0.437
U020,V413,3,0.613
U181,V077,1,0.207
U181,V327,3,0.257
U178,V311,5,0.546
U189,V347,2,0.29
U062,V378,3,0.549
U004,V068,2,0.05
U109,V111,4,0.881
U084,V067,4,0.376
U031,V282,1,0.722
U161,V279,3,0.998
U067,V441,3,0.063
U100,V092,3,0.478
U132,V127,5,0.33
U077,V065,3,0.439
U013,V207,1,0.903
U111,V158,2,0.727
U164,V341,2,0.435
U048,V150,3,0.346
U032,V376,1,0.589
U133,V279,3,0.946
U018,V193,5,0.623
U071,V190,4,0.502
U073,V344,5,0.728
U098,V470,1,0.55
U056,V414,3,0.315
U127,V209,1,0.606
U198,V485,2,0.554
U179,V462,1,0.428
U058,V486,2,0.409
U150,V374,1,0.934
U150,V237,3,0.648
U129,V325,1,0.321
U152,V244,1,0.713
U191,V448,3,0.338
U167,V372,5,0.234
U039,V333,2,0.729
U045,V264,4,0.578
U018,V209,1,0.723
U167,V124,2,0.781
U190,V368,2,0.165
U042,V103,3,0.979
U072,V085,2,0.477
U001,V206,3,0.231
U002,V397,2,0.165
U078,V466,3,0.719
U188,V161,3,0.271
U076,V339,2,0.134
U017,V051,2,0.768
U022,V006,4,0.209
U040,V193,5,0.911
U142,V047,4,0.49
U058,V062,3,0.488
U113,V335,2,0.331
U059,V036,1,0.292
U158,V225,4,0.101
U109,V259,5,0.484
U150,V241,2,0.465
U001,V130,1,0.646
U178,V214,1,1.0
U094,V063,3,0.725
U145,V352,3,0.242
U051,V482,2,0.668
U123,V434,3,0.289
U182,V398,4,0.324
U011,V496,4,0.922
U162,V437,2,0.471
U154,V158,1,0.714
U033,V157,4,0.652
U092,V398,1,0.576
U068,V257,2,0.742
U013,V271,1,0.4
U140,V145,3,0.537
U078,V445,4,0.121
U024,V008,2,0.209
U114,V099,4,0.264
U027,V292,3,0.383
U193,V097,4,0.35
U154,V277,1,0.517
U155,V416,5,0.095
U124,V284,3,0.286
U010,V315,4,0.301
U093,V356,3,0.214
U051,V258,1,0.883
U137,V030,4,0.141
U182,V040,2,0.23
U016,V453,5,0.305
U169,V266,3,0.235
U093,V107,4,0.478
U124,V413,3,0.614
U063,V390,3,0.389
U162,V123,2,0.478
U028,V270,2,0.456
U117,V462,2,0.41
U149,V322,1,0.303
U173,V464,2,0.308
U066,V404,4,0.43
U087,V193,4,0.705
U101,V370,4,0.97
U187,V424,2,0.616
U102,V355,1,0.101
U193,V459,3,0.667
U074,V480,2,0.334
U046,V283,5,0.391
U199,V377,1,0.176
U030,V316,1,0.05
U151,V405,1,0.353
U016,V107,1,0.267
U011,V420,1,0.511
U198,V055,2,0.683
U029,V327,3,0.372
U007,V228,2,0.458
U127,V398,2,0.348
U134,V487,3,0.462
U116,V324,2,0.573
U059,V383,3,0.721
U028,V293,2,0.162
U169,V197,2,0.436
U144,V055,3,0.534
U116,V013,4,0.466
U034,V313,2,0.577
U073,V034,4,0.75
U182,V105,3,0.74
U138,V492,2,0.932
U020,V306,4,0.484
U197,V289,2,0.386
U062,V473,1,0.585
U002,V373,2,0.819
U072,V036,3,0.05
U045,V298,3,0.159
U032,V205,2,0.298
U009,V079,3,0.373
U142,V342,2,0.237
U111,V233,3,0.741
U009,V304,3,0.342
U008,V328,4,0.545
U052,V192,1,0.755
U083,V041,4,0.54
U110,V168,3,0.475
U037,V276,4,0.11
U168,V222,3,0.603
U107,V227,2,0.06
U140,V296,4,0.448
U043,V073,1,0.271
U157,V061,3,0.68
U125,V219,4,0.939
U024,V058,1,0.05
U131,V224,2,0.346
U117,V107,1,0.452
U111,V449,3,0.532
U113,V241,1,0.28
U108,V015,3,0.582
U027,V421,1,0.815
U042,V342,2,0.381
U176,V370,2,0.732
U056,V271,2,0.565
U149,V340,1,0.307
U195,V290,3,0.465
U087,V026,3,0.268
U161,V444,4,0.801
U058,V329,2,0.58
U164,V374,3,0.59
U007,V284,2,0.692
U176,V324,1,0.411
U059,V484,2,0.158
U054,V273,1,0.572
U154,V187,2,0.548
U137,V471,1,0.371
U066,V045,1,0.448
U154,V430,4,0.412
U073,V081,2,0.64
U163,V196,3,0.05
U059,V256,1,0.564
U104,V398,3,0.477
U124,V420,4,0.488
U026,V341,2,0.459
U113,V136,2,0.348
U167,V198,2,0.429
U108,V353,1,0.114
U071,V178,2,0.075
U108,V335,2,0.669
U036,V028,2,0.41
U042,V351,4,0.595
U197,V184,3,0.559
U192,V185,2,0.138
U147,V290,1,0.074
U056,V216,1,0.547
U018,V371,2,0.791
U156,V325,1,0.437
U177,V188,1,0.323
U084,V078,3,0.206
U166,V369,4,0.292
U061,V373,1,0.905
U087,V039,2,0.982
U039,V341,3,0.333
U072,V237,5,0.41
U085,V062,2,1.0
U047,V370,4,0.752
U143,V468,2,0.407
U138,V442,3,0.722
U072,V401,3,0.362
U171,V226,1,0.425
U067,V159,1,0.559
U103,V300,3,0.362
U043,V028,1,0.413
U044,V208,3,0.252
U185,V420,2,0.226
U071,V265,5,0.341
U104,V423,2,0.523
U016,V445,5,0.193
U151,V238,1,0.485
U163,V143,4,0.614
U139,V330,4,0.428
U103,V325,5,0.724
U193,V169,3,0.239
U107,V385,1,0.649
U097,V435,4,0.066
U198,V480,3,0.301
U121,V172,2,0.402
U033,V026,1,0.474
U097,V172,2,0.475
U185,V488,2,0.648
U001,V466,3,0.345
U001,V184,5,0.458
U119,V437,1,0.485
U114,V146,2,0.237
U050,V389,3,0.489
U178,V443,1,0.448
U104,V358,5,0.49
U149,V467,3,0.296
U167,V391,2,0.536
U091,V386,2,0.598
U054,V043,3,0.384
U102,V436,3,0.547
U121,V150,4,0.592
U191,V306,4,0.245
U077,V437,3,0.524
U054,V116,3,0.517
U145,V164,2,0.05
U159,V130,3,0.637
U124,V265,3,0.177
U132,V353,2,0.187
U044,V285,1,0.197
U147,V182,2,0.726
U099,V134,4,0.346
U072,V153,3,0.24
U199,V439,5,0.67
U001,V328,4,0.516
U107,V237,1,0.635
U091,V197,2,0.394
U044,V107,3,0.606
U191,V144,1,0.05
U178,V489,2,0.469
U014,V141,1,0.401
U163,V325,4,0.178
U031,V222,2,0.436
U115,V082,1,0.05
U150,V130,2,0.627
U116,V142,2,0.437
U171,V007,2,0.353
U129,V181,4,1.0
U169,V500,4,0.894
U090,V270,2,0.375
U020,V375,4,0.17
U078,V453,4,0.568
U050,V423,3,0.251
U163,V344,5,0.363
U118,V399,4,0.62
U006,V456,3,0.133
U063,V035,1,0.99
U080,V158,2,0.539
U054,V149,2,0.246
U065,V290,1,0.125
U124,V115,5,0.05
U122,V006,3,0.05
U098,V228,2,0.446
U086,V186,2,0.908
U022,V378,3,0.68
U025,V294,2,0.557
U041,V138,3,0.523
U130,V343,2,0.808
U053,V038,2,0.631
U151,V464,3,0.286
U067,V006,1,0.05
U021,V023,1,0.702
U031,V068,4,0.05
U166,V284,3,0.458
U178,V216,3,0.634
U065,V134,3,0.625
U059,V287,1,0.387
U193,V359,3,0.256
U062,V134,4,0.305
U049,V396,2,0.166
U178,V094,2,0.596
U188,V179,1,0.736
U126,V058,1,0.283
U020,V469,2,0.598
U110,V193,3,0.714
U186,V347,4,0.524
U074,V378,4,0.585
U078,V475,1,0.429
U173,V442,4,0.524
U108,V206,3,0.36
U092,V033,2,0.457
U089,V179,5,0.922
U011,V497,3,0.477
U038,V058,1,0.283
U031,V235,2,0.133
U142,V189,3,0.141
U007,V373,2,0.463
U147,V322,3,0.259
U156,V222,2,0.341
U162,V291,3,0.861
U177,V242,4,0.103
U019,V124,3,0.921
U185,V080,1,0.486
U137,V167,5,0.542
U101,V156,1,0.413
U124,V162,1,0.788
U126,V311,1,0.435
U173,V409,2,0.335
U114,V290,4,0.253
U107,V476,2,0.05
U128,V043,2,0.407
U014,V397,2,0.264
U120,V280,5,0.456
U149,V269,1,0.388
U164,V083,2,0.179
U021,V284,4,0.413
U161,V291,3,0.824
U129,V425,3,0.675
U137,V204,3,0.796
U157,V247,2,0.299
U028,V106,2,0.219
U125,V269,1,0.376
U114,V377,1,0.265
U065,V393,2,0.608
U032,V252,1,0.79
U007,V301,2,0.07
U059,V008,4,0.304
U036,V399,4,0.41
U055,V381,3,0.712
U043,V040,2,0.416
U008,V047,4,0.569
U132,V202,3,0.187
U168,V231,3,0.05
U140,V405,1,0.624
U072,V322,5,0.322
U055,V208,1,0.363
U035,V306,5,0.413
U098,V085,3,0.309
U185,V351,3,0.745
U005,V179,3,0.725
U120,V361,3,0.551
U051,V322,1,0.191
U156,V009,1,0.261
U130,V372,3,0.15
U004,V169,1,0.486
U194,V265,4,0.475
U116,V033,4,0.18
U094,V164,4,0.05
U013,V208,3,0.115
U193,V151,4,0.522
U154,V498,3,0.373
U013,V107,3,0.566
U038,V463,3,0.31
U069,V426,1,0.318
U145,V238,2,0.416
U138,V490,2,0.322
U156,V399,5,0.458
U193,V328,4,0.76
U142,V162,1,0.728
U096,V071,2,0.865
U166,V429,5,0.236
U183,V458,3,0.842
U129,V464,3,0.243
U160,V377,2,0.05
U025,V438,2,1.0
U180,V328,4,0.772
U187,V223,3,0.558
U092,V393,1,1.0
U138,V344,3,0.639
U136,V079,5,0.589
U042,V132,4,0.887
U013,V170,2,0.377
U082,V271,1,0.342
U136,V253,2,0.322
U113,V288,2,0.629
U021,V459,2,0.198
U135,V473,3,0.498
U196,V286,5,0.179
U022,V416,3,0.05
U110,V021,2,0.108
U036,V485,5,0.672
U097,V047,5,0.721
U051,V343,2,0.49
U101,V135,3,0.345
U159,V361,3,0.243
U025,V115,1,0.364
U024,V011,4,0.398
U035,V279,1,1.0
U134,V150,3,0.443
U081,V386,2,0.965
U117,V173,4,0.503
U048,V187,4,0.524
U130,V299,1,0.05
U077,V071,2,0.631
U081,V193,5,0.795
U078,V122,3,0.452
U061,V204,1,0.62
U028,V274,4,0.909
U012,V393,3,1.0
U185,V458,3,0.971
U194,V105,4,0.66
U118,V376,3,0.534
U189,V336,1,0.622
U092,V238,4,0.395
U141,V255,1,0.958
U067,V430,2,0.454
U159,V473,4,1.0
U049,V115,4,0.259
U012,V290,3,0.135
U146,V125,1,0.554
U199,V487,1,0.455
U005,V286,1,0.191
U183,V428,2,0.816
U103,V185,1,0.235
U083,V150,1,0.189
U134,V068,4,0.234
U035,V330,4,0.695
U110,V091,1,0.942
U022,V240,3,0.446
U005,V315,1,0.408
U035,V371,1,0.715
U118,V128,3,0.872
U065,V026,3,0.378
U118,V008,3,0.359
U083,V367,1,0.547
U164,V190,2,0.476
U006,V463,4,0.232
U041,V076,3,1.0
U173,V400,1,0.461
U092,V150,1,0.171
U091,V195,4,0.838
U130,V444,2,0.718
U007,V136,3,0.365
U036,V050,1,0.05
U021,V279,1,1.0
U111,V478,3,0.203
U095,V292,1,0.32
U185,V290,2,0.089
U047,V118,3,0.638
U091,V075,3,0.651
U069,V379,2,0.657
U083,V086,5,0.646
U043,V483,4,0.05
U055,V097,2,0.246
U055,V010,2,0.284
U011,V442,2,0.589
U014,V358,1,0.59
U056,V392,1,0.491
U093,V414,4,0.05
U016,V100,1,0.407
U091,V196,2,0.166
U162,V494,5,0.713
U159,V236,2,0.503
U153,V197,1,0.358
U052,V395,1,0.079
U161,V355,2,0.05
U055,V315,1,0.426
U176,V090,2,0.737
U006,V439,3,0.712
U019,V159,1,0.462
U172,V497,5,0.809
U198,V242,2,0.05
U070,V211,2,0.405
U187,V139,2,0.247
U110,V390,2,0.308
U148,V147,2,0.127
U110,V336,2,0.622
U011,V116,1,0.506
U177,V007,3,0.426
U184,V301,5,0.05
U191,V228,4,0.512
U065,V202,2,0.19
U146,V385,3,0.506
U187,V255,1,0.416
U170,V168,4,0.21
U173,V435,2,0.266
U066,V068,2,0.151
U197,V010,2,0.05
U124,V377,5,0.488
U003,V121,3,0.663
U166,V446,5,0.05
U119,V221,2,0.819
U093,V388,1,0.592
U069,V323,4,0.171
U095,V203,2,0.412
U037,V393,1,1.0
U004,V277,2,0.502
U052,V369,3,0.23
U040,V251,2,0.726
U098,V395,3,0.336
U024,V376,4,0.779
U066,V169,2,0.187
U143,V048,2,0.131
U024,V081,3,0.47
U142,V281,3,0.546
U093,V023,3,0.544
U110,V099,2,0.361
U038,V164,2,0.183
U063,V245,2,0.513
U182,V304,5,0.445
U060,V305,4,0.533
U088,V378,1,0.397
U047,V099,4,0.753
U134,V206,4,0.438
U004,V360,1,0.114
U191,V315,3,0.291
U065,V214,3,1.0
U095,V396,2,0.05
U015,V348,2,0.272
U157,V105,4,0.942
U178,V495,5,0.123
U190,V453,4,0.533
U155,V015,3,0.717
U027,V486,4,0.413
U169,V138,4,0.682
U155,V145,1,0.249
U051,V107,3,0.616
U182,V469,4,0.436
U036,V398,2,0.486
U072,V298,4,0.05
U106,V319,5,0.446
U059,V109,1,0.467
U136,V238,1,0.382
U165,V382,1,0.276
U112,V423,2,0.485
U173,V106,2,0.05
U007,V195,2,1.0
U071,V104,2,0.496
U120,V187,5,0.406
U035,V044,4,0.174
U199,V112,1,0.895
U036,V335,2,0.506
U113,V186,1,0.637
U076,V479,2,0.881
U156,V246,4,1.0
U075,V292,1,0.527
U190,V261,3,0.35
U175,V195,1,0.714
U117,V383,2,0.631
U192,V228,5,0.694
U080,V274,4,0.494
U183,V308,3,0.05
U178,V226,4,0.322
U149,V456,4,0.057
U080,V107,1,0.308
U148,V187,4,0.628
U196,V355,1,0.221
U179,V454,2,0.835
U106,V131,3,0.562
U088,V294,1,0.629
U098,V356,2,0.198
U197,V057,4,0.477
U101,V117,1,0.571
U137,V131,2,0.717
U021,V047,4,0.635
U025,V154,2,0.768
U024,V135,2,0.655
U120,V037,5,0.05
U096,V430,2,0.447
U142,V170,4,0.441
U194,V110,2,0.473
U126,V400,2,0.495
U122,V251,2,0.546
U197,V335,3,0.527
U047,V038,3,1.0
U177,V229,1,0.647
U194,V293,3,0.05
U184,V480,5,0.299
U104,V464,1,0.267
U177,V258,4,0.771
U170,V466,1,0.277
U048,V056,4,0.152
U183,V194,4,0.332
U063,V046,3,0.685
U105,V233,5,0.776
U051,V072,2,0.189
U085,V159,3,0.642
U121,V197,2,0.44
U134,V147,3,0.365
U198,V225,2,0.202
U161,V479,4,0.949
U060,V427,3,0.497
U066,V175,2,0.434
U166,V467,1,0.331
U108,V488,2,0.664
U164,V203,2,0.136
U090,V296,5,0.822
U188,V011,3,0.68
U174,V490,4,0.619
U001,V471,2,0.656
U155,V140,2,0.223
U072,V340,2,0.511
U004,V063,2,0.939
U045,V133,4,0.157
U160,V414,3,0.42
U200,V079,4,0.325
U095,V223,3,0.372
U093,V027,1,0.885
U058,V197,2,0.28
U030,V097,3,0.382
U194,V323,5,0.288
U130,V348,3,0.258
U078,V476,5,0.236
U086,V039,2,0.766
U107,V492,3,0.908
U046,V286,1,0.05
U185,V194,1,0.638
U015,V007,2,0.653
U084,V071,2,0.93
U016,V368,4,0.287
U062,V430,4,0.383
U141,V314,2,0.697
U098,V175,3,0.677
U063,V317,2,0.699
U036,V003,3,0.359
U147,V183,2,0.643
U107,V038,3,0.885
U008,V431,1,0.678
U091,V286,1,0.26
U181,V467,2,0.05
U188,V112,2,0.882
U139,V184,3,0.735
U172,V042,2,0.05
U195,V301,4,0.267
U104,V380,3,0.493
U056,V025,3,0.873
U129,V334,2,0.51
U062,V191,1,0.678
U098,V113,1,0.334
U041,V276,3,0.432
U112,V403,3,0.735
U156,V026,3,0.304
U133,V153,2,0.295
U041,V088,2,0.442
U052,V277,2,1.0
U042,V211,3,0.331
U049,V399,1,0.592
U188,V454,2,0.621
U041,V118,1,0.491
U161,V111,4,0.723
U158,V301,3,0.208
U112,V413,1,0.355
U079,V423,2,0.409
U196,V267,3,0.392
U200,V109,4,0.692
U039,V244,5,0.554
U089,V074,1,0.385
U008,V307,4,0.24
U098,V264,3,0.351
U016,V143,5,0.47
U111,V333,1,0.718
U072,V363,4,0.121
U032,V447,3,0.05
U174,V372,3,0.315
U129,V329,4,0.346
U045,V175,1,0.718
U014,V370,4,0.733
U113,V376,2,0.732
U088,V390,2,0.227
U181,V078,3,0.551
U140,V404,5,0.104
U116,V292,3,0.56
U001,V307,3,0.053
U191,V383,1,0.516
U174,V225,3,0.301
U174,V390,4,0.092
U165,V339,5,0.121
U140,V342,2,0.338
U108,V134,3,0.576
U055,V024,2,0.336
U099,V271,2,0.54
U152,V308,4,0.156
U130,V188,1,0.395
U182,V108,1,0.05
U064,V335,2,0.468
U002,V442,1,0.815
U106,V440,1,0.39
U097,V068,2,0.077
U146,V212,3,0.753
U190,V375,5,0.05
U187,V251,3,0.928
U199,V071,1,0.603
U166,V407,1,0.166
U165,V173,4,0.724
U077,V131,2,0.625
U198,V051,2,0.789
U049,V216,3,0.717
U080,V432,3,0.222
U141,V141,3,0.61
U186,V419,1,0.415
U062,V301,4,0.282
U111,V299,2,0.205
U007,V047,2,0.803
U171,V480,4,0.183
U058,V038,3,0.869
U019,V346,3,0.485
U029,V080,3,0.665
U122,V427,1,0.527
U199,V291,1,1.0
U059,V319,4,0.581
U098,V483,1,0.11
U183,V477,2,0.87
U057,V169,2,0.315
U188,V244,3,0.636
U114,V145,3,0.618
U096,V475,3,0.237
U045,V049,4,0.093
U173,V469,1,0.319
U110,V006,3,0.306
U071,V083,5,0.351
U034,V473,3,0.988
U026,V375,4,0.05
U020,V167,2,0.246
U117,V415,4,0.253
U043,V135,4,0.708
U165,V327,1,0.359
U149,V033,1,0.181
U044,V287,3,0.363
U108,V450,2,0.741
U075,V216,3,0.5
U008,V235,2,0.211
U189,V476,3,0.326
U084,V391,5,0.46
U181,V435,2,0.266
U081,V404,2,0.4
U077,V363,3,0.26
U036,V228,2,0.502
U094,V256,2,0.366
U001,V147,2,0.05
U027,V203,2,0.272
U098,V089,4,0.148
U109,V071,2,0.831
U162,V479,3,0.914
U074,V290,3,0.204
U155,V193,5,0.519
U138,V358,2,0.639
U092,V449,2,0.352
U200,V008,2,0.353
U188,V002,2,0.337
U119,V278,4,0.838
U172,V083,4,0.454
U015,V006,3,0.299
U193,V119,4,0.342
U133,V417,5,0.847
U183,V430,4,0.05
U002,V368,1,0.219
U001,V325,3,0.25
U059,V266,3,0.125
U141,V306,2,0.349
U073,V323,5,0.204
U186,V266,1,0.333
U151,V072,3,0.228
U039,V112,3,0.961
U083,V094,2,0.601
U180,V005,1,0.599
U136,V142,1,0.67
U067,V193,4,0.55
U120,V026,2,0.05
U131,V444,1,0.996
U137,V117,1,0.739
U108,V027,1,0.824
U108,V151,2,0.49
U078,V316,1,0.214
U042,V417,3,0.653
U104,V417,1,0.799
U129,V164,1,0.468
U110,V302,2,0.758
U193,V402,2,0.558
U014,V139,1,0.327
U086,V072,1,0.05
U072,V216,2,0.568
U095,V124,4,0.487
U054,V401,3,0.441
U121,V342,4,0.64
U101,V032,1,0.536
U133,V104,2,0.417
U028,V136,1,0.35
U097,V131,3,0.583
U075,V426,1,0.484
U177,V430,4,0.522
U095,V448,3,0.096
U143,V007,3,0.789
U095,V431,3,1.0
U056,V411,4,0.665
U170,V230,3,0.05
U073,V150,3,0.533
U042,V254,2,0.622
U172,V408,1,0.419
U089,V282,3,0.591
U146,V057,4,1.0
U127,V248,2,0.628
U112,V019,4,0.354
U085,V039,1,0.768
U116,V353,2,0.266
U097,V340,1,0.588
U002,V335,1,0.341
U051,V473,3,0.836
U061,V296,4,0.703
U135,V480,2,0.23
U116,V176,2,0.766
U020,V030,4,0.357
U129,V355,2,0.173
U100,V403,3,0.59
U184,V262,4,0.525
U018,V474,5,0.5
U149,V487,1,0.484
U105,V413,2,0.666
U134,V190,3,0.53
U115,V023,2,0.722
U156,V349,4,0.51
U015,V026,2,0.181
U106,V344,2,0.421
U027,V268,2,0.297
U126,V451,4,0.648
U009,V065,3,0.452
U103,V236,2,0.507
U177,V343,3,0.532
U177,V260,4,0.908
U067,V083,2,0.162
U067,V398,2,0.342
U141,V318,2,0.729
U107,V399,3,0.267
U056,V201,2,0.734
U115,V431,2,1.0
U074,V444,1,0.652
U037,V390,4,0.184
U139,V016,5,0.674
U189,V086,4,0.504
U125,V174,1,0.431
U055,V329,4,0.3
U070,V300,1,0.059
U027,V426,2,0.401
U053,V177,2,0.941
U100,V420,3,0.421
U134,V210,2,0.385
U181,V341,2,0.579
U068,V381,2,0.509
U067,V462,3,0.247
U061,V310,2,0.523
U074,V066,1,0.541
U048,V212,3,0.712
U148,V322,1,0.326
U122,V288,1,0.523
U121,V269,2,0.302
U004,V401,1,0.736
U031,V107,1,0.546
U029,V385,4,0.78
U034,V159,2,0.51
U164,V211,3,0.361
U088,V134,2,0.315
U180,V394,4,0.296
U134,V105,4,0.764
U148,V089,5,0.148
U139,V143,4,0.355
U006,V132,2,0.764
U159,V464,2,0.376
U043,V330,3,0.558
U183,V262,2,0.45
U070,V180,3,0.571
